Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",712390,"(+/- 3740 )",717532,"(+/- 9172 )",718176,"(+/- 14551 )",723415,"(+/- 10203 )",792535,"(+/- 17093 )",757581,"(+/- 17724 )",750781,"(+/- 20384 )",788662,"(+/- 16836 )",746376,"(+/- 17958 )",731216,"(+/- 21174 )",749784,"(+/- 12235 )",709214,"(+/- 19964 )",796564,"(+/- 23653 )",678587,"(+/- 17893 )",778107,"(+/- 14769 )",733882,"(+/- 13168 )",737371,"(+/- 6045 )",713320,"(+/- 6769 )",684702,"(+/- 5896 )",723153,"(+/- 5277 )",672711,"(+/- 5078 )",684367,"(+/- 4288 )",688120,"(+/- 4538 )",697245,"(+/- 3864 )",711780,"(+/- 3621 )",709544,"(+/- 4642 )",700951,"(+/- 6069 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",680540,"(+/- 6194 )",685447,"(+/- 9558 )",688751,"(+/- 14613 )",683708,"(+/- 10556 )",738953,"(+/- 16028 )",681649,"(+/- 15138 )",684845,"(+/- 18974 )",740589,"(+/- 17431 )",693797,"(+/- 16981 )",695059,"(+/- 19700 )",716828,"(+/- 11780 )",679849,"(+/- 19408 )",732675,"(+/- 23708 )",609623,"(+/- 17409 )",708632,"(+/- 14134 )",684289,"(+/- 13078 )",695182,"(+/- 8032 )",680859,"(+/- 6651 )",650815,"(+/- 6149 )",700085,"(+/- 5734 )",639079,"(+/- 5221 )",655165,"(+/- 5954 )",649232,"(+/- 5504 )",669601,"(+/- 4851 )",687112,"(+/- 4529 )",682346,"(+/- 6293 )",680414,"(+/- 6721 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",562774,"(+/- 9568 )",553952,"(+/- 12133 )",578081,"(+/- 14134 )",570193,"(+/- 12269 )",468134,"(+/- 14558 )",467042,"(+/- 15512 )",370319,"(+/- 14016 )",458101,"(+/- 15125 )",439600,"(+/- 14330 )",495628,"(+/- 14789 )",496926,"(+/- 12519 )",573706,"(+/- 16042 )",379480,"(+/- 15978 )",380053,"(+/- 14757 )",283186,"(+/- 13009 )",498987,"(+/- 13644 )",523404,"(+/- 11690 )",538441,"(+/- 9386 )",490326,"(+/- 8494 )",558168,"(+/- 9395 )",472055,"(+/- 8642 )",465036,"(+/- 7966 )",474430,"(+/- 7780 )",495993,"(+/- 8730 )",513341,"(+/- 8892 )",467211,"(+/- 9364 )",549011,"(+/- 7692 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",217770,"(+/- 9446 )",224902,"(+/- 10018 )",212097,"(+/- 10162 )",209618,"(+/- 9830 )",329294,"(+/- 13662 )",286461,"(+/- 11563 )",364609,"(+/- 14554 )",356594,"(+/- 13877 )",318661,"(+/- 12263 )",269283,"(+/- 14955 )",289971,"(+/- 11253 )",170860,"(+/- 11040 )",411234,"(+/- 20921 )",309373,"(+/- 14625 )",505224,"(+/- 16390 )",274765,"(+/- 13014 )",259634,"(+/- 10398 )",237591,"(+/- 8748 )",273611,"(+/- 8078 )",251906,"(+/- 8899 )",276642,"(+/- 7884 )",298892,"(+/- 8120 )",286814,"(+/- 7581 )",278555,"(+/- 8608 )",281968,"(+/- 7382 )",317100,"(+/- 8584 )",252998,"(+/- 7308 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",31850,"(+/- 5021 )",32085,"(+/- 4232 )",29425,"(+/- 4989 )",39707,"(+/- 4989 )",53582,"(+/- 4456 )",75932,"(+/- 8346 )",65936,"(+/- 6757 )",48073,"(+/- 4994 )",52579,"(+/- 6442 )",36157,"(+/- 5092 )",32956,"(+/- 4373 )",29365,"(+/- 6574 )",63889,"(+/- 7920 )",68964,"(+/- 6795 )",69475,"(+/- 6133 )",49593,"(+/- 6442 )",42189,"(+/- 4362 )",32461,"(+/- 3969 )",33887,"(+/- 4007 )",23068,"(+/- 2930 )",33632,"(+/- 4338 )",29202,"(+/- 4180 )",38888,"(+/- 3390 )",27644,"(+/- 3735 )",24668,"(+/- 2822 )",27198,"(+/- 3816 )",20537,"(+/- 3044 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",155388,"(+/- 4772 )",168112,"(+/- 5860 )",164692,"(+/- 8048 )",164354,"(+/- 5927 )",187129,"(+/- 8283 )",149767,"(+/- 7817 )",177771,"(+/- 8441 )",183400,"(+/- 7862 )",170815,"(+/- 9333 )",150107,"(+/- 10016 )",174488,"(+/- 7023 )",91720,"(+/- 8178 )",173639,"(+/- 10200 )",139289,"(+/- 7339 )",224362,"(+/- 7740 )",167703,"(+/- 7226 )",194343,"(+/- 4241 )",175318,"(+/- 3924 )",140685,"(+/- 3308 )",154867,"(+/- 3525 )",154640,"(+/- 2902 )",152643,"(+/- 2463 )",154022,"(+/- 2317 )",161865,"(+/- 1641 )",161259,"(+/- 2471 )",155980,"(+/- 3489 )",154786,"(+/- 4113 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2045,"(+/- 748 )",2993,"(+/- 1101 )",5395,"(+/- 2136 )",5389,"(+/- 1924 )",2789,"(+/- 888 )",9136,"(+/- 2521 )",3801,"(+/- 1194 )",3356,"(+/- 1336 )",5367,"(+/- 2196 )",3346,"(+/- 1289 )",2985,"(+/- 987 )",3902,"(+/- 3178 )",3297,"(+/- 1281 )",4198,"(+/- 1737 )",4860,"(+/- 1548 )",6091,"(+/- 2078 )",4075,"(+/- 1529 )",3750,"(+/- 1064 )",4911,"(+/- 1715 )",2023,"(+/- 877 )",7492,"(+/- 2328 )",4520,"(+/- 2302 )",8316,"(+/- 1594 )",5045,"(+/- 1776 )",2878,"(+/- 981 )",2884,"(+/- 1097 )",2659,"(+/- 1353 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.6,"(+/- 1.0 )",4.8,"(+/- 0.8 )",3.8,"(+/- 0.7 )",5.2,"(+/- 0.9 )",8.3,"(+/- 1.1 )",10.2,"(+/- 1.1 )",19.2,"(+/- 1.8 )",15.5,"(+/- 1.4 )",11.9,"(+/- 1.4 )",11.6,"(+/- 1.5 )",11.3,"(+/- 1.0 )",6.3,"(+/- 1.3 )",22.5,"(+/- 2.0 )",11.3,"(+/- 1.6 )",33.0,"(+/- 2.2 )",8.1,"(+/- 1.1 )",6.3,"(+/- 1.0 )",5.6,"(+/- 0.8 )",8.0,"(+/- 1.0 )",6.8,"(+/- 1.1 )",9.1,"(+/- 1.0 )",9.8,"(+/- 0.9 )",9.3,"(+/- 0.9 )",9.7,"(+/- 1.2 )",10.6,"(+/- 1.1 )",13.7,"(+/- 1.3 )",6.2,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.5,"(+/- 2.0 )",6.5,"(+/- 1.6 )",5.5,"(+/- 1.4 )",7.6,"(+/- 1.7 )",13.0,"(+/- 1.8 )",12.6,"(+/- 2.1 )",24.8,"(+/- 3.1 )",21.7,"(+/- 2.0 )",16.6,"(+/- 2.3 )",16.5,"(+/- 2.6 )",14.8,"(+/- 1.7 )",9.5,"(+/- 2.7 )",33.1,"(+/- 3.3 )",16.4,"(+/- 2.5 )",41.7,"(+/- 3.2 )",13.7,"(+/- 2.0 )",9.6,"(+/- 1.9 )",9.7,"(+/- 1.7 )",14.5,"(+/- 2.2 )",11.5,"(+/- 2.1 )",16.6,"(+/- 2.2 )",18.3,"(+/- 1.9 )",16.9,"(+/- 2.1 )",17.1,"(+/- 2.6 )",19.4,"(+/- 2.2 )",24.4,"(+/- 2.6 )",9.9,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.1,"(+/- 6.0 )",4.5,"(+/- 3.2 )",4.4,"(+/- 3.4 )",1.7,"(+/- 1.3 )",7.1,"(+/- 3.1 )",9.5,"(+/- 4.1 )",17.2,"(+/- 4.9 )",13.6,"(+/- 3.9 )",20.6,"(+/- 7.3 )",11.2,"(+/- 3.7 )",18.5,"(+/- 6.3 )",6.5,"(+/- 3.8 )",21.2,"(+/- 6.2 )",13.8,"(+/- 6.3 )",33.3,"(+/- 8.3 )",13.8,"(+/- 5.1 )",8.9,"(+/- 3.5 )",8.2,"(+/- 3.4 )",10.3,"(+/- 3.6 )",7.1,"(+/- 3.1 )",15.0,"(+/- 5.3 )",19.7,"(+/- 5.6 )",21.8,"(+/- 5.9 )",15.0,"(+/- 4.3 )",13.5,"(+/- 4.4 )",22.0,"(+/- 6.1 )",9.9,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.7,"(+/- 0.9 )",3.2,"(+/- 0.9 )",2.4,"(+/- 0.5 )",2.4,"(+/- 0.6 )",4.3,"(+/- 1.1 )",8.8,"(+/- 1.3 )",15.0,"(+/- 1.7 )",8.6,"(+/- 1.4 )",6.9,"(+/- 1.1 )",9.6,"(+/- 1.4 )",8.1,"(+/- 1.2 )",3.4,"(+/- 1.1 )",13.1,"(+/- 2.6 )",7.1,"(+/- 1.4 )",19.5,"(+/- 2.8 )",4.4,"(+/- 1.1 )",5.1,"(+/- 1.1 )",3.2,"(+/- 0.8 )",4.2,"(+/- 0.9 )",1.9,"(+/- 0.7 )",4.1,"(+/- 0.7 )",4.0,"(+/- 0.7 )",4.3,"(+/- 0.8 )",3.8,"(+/- 0.8 )",3.6,"(+/- 0.9 )",6.1,"(+/- 1.1 )",2.5,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.9,"(+/- 1.1 )",4.3,"(+/- 1.8 )",2.8,"(+/- 0.9 )",2.6,"(+/- 1.2 )",5.8,"(+/- 1.7 )",9.1,"(+/- 2.0 )",16.2,"(+/- 2.6 )",10.6,"(+/- 2.3 )",7.2,"(+/- 1.6 )",13.2,"(+/- 2.3 )",9.6,"(+/- 1.7 )",4.8,"(+/- 1.8 )",18.0,"(+/- 4.4 )",8.6,"(+/- 2.1 )",23.9,"(+/- 4.2 )",6.4,"(+/- 1.9 )",8.2,"(+/- 2.0 )",4.8,"(+/- 1.5 )",6.6,"(+/- 2.1 )",3.2,"(+/- 1.4 )",7.0,"(+/- 1.8 )",5.6,"(+/- 1.4 )",6.6,"(+/- 1.7 )",5.8,"(+/- 1.8 )",4.7,"(+/- 1.9 )",10.7,"(+/- 2.3 )",2.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.8,"(+/- 1.8 )",1.6,"(+/- 1.7 )",1.9,"(+/- 2.6 )",0.8,"(+/- 1.3 )",3.0,"(+/- 2.2 )",7.0,"(+/- 3.5 )",7.6,"(+/- 4.2 )",4.1,"(+/- 3.4 )",7.5,"(+/- 4.4 )",10.1,"(+/- 3.8 )",13.3,"(+/- 6.6 )",5.7,"(+/- 3.9 )",3.9,"(+/- 3.2 )",6.1,"(+/- 4.2 )",18.8,"(+/- 9.6 )",7.9,"(+/- 5.4 )",7.9,"(+/- 3.4 )",6.9,"(+/- 3.7 )",2.3,"(+/- 1.8 )",1.9,"(+/- 2.3 )",2.4,"(+/- 2.2 )",3.2,"(+/- 2.8 )",10.6,"(+/- 7.9 )",7.2,"(+/- 4.4 )",2.5,"(+/- 2.0 )",5.7,"(+/- 3.4 )",0.3,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",13.2,"(+/- 4.8 )",14.2,"(+/- 3.3 )",13.6,"(+/- 3.8 )",13.8,"(+/- 3.2 )",15.7,"(+/- 2.7 )",16.9,"(+/- 3.9 )",31.8,"(+/- 4.5 )",24.6,"(+/- 2.6 )",21.4,"(+/- 3.2 )",23.0,"(+/- 6.4 )",24.1,"(+/- 4.2 )",24.0,"(+/- 5.9 )",32.6,"(+/- 3.2 )",22.6,"(+/- 3.8 )",44.6,"(+/- 3.1 )",16.3,"(+/- 3.1 )",12.4,"(+/- 3.7 )",16.6,"(+/- 3.3 )",22.7,"(+/- 4.3 )",23.2,"(+/- 4.1 )",26.5,"(+/- 3.5 )",31.0,"(+/- 3.9 )",27.1,"(+/- 3.9 )",26.3,"(+/- 3.9 )",31.9,"(+/- 3.6 )",30.6,"(+/- 3.4 )",21.2,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",20.7,"(+/- 7.2 )",19.6,"(+/- 5.7 )",23.7,"(+/- 8.2 )",23.3,"(+/- 5.7 )",24.8,"(+/- 4.8 )",26.0,"(+/- 7.6 )",45.9,"(+/- 6.0 )",32.7,"(+/- 3.7 )",30.9,"(+/- 5.0 )",33.8,"(+/- 10.9 )",34.0,"(+/- 7.6 )",28.3,"(+/- 9.9 )",46.5,"(+/- 4.7 )",37.7,"(+/- 5.5 )",53.9,"(+/- 3.7 )",26.6,"(+/- 5.3 )",17.3,"(+/- 5.7 )",25.9,"(+/- 5.1 )",33.8,"(+/- 7.0 )",30.9,"(+/- 5.7 )",35.1,"(+/- 5.0 )",45.7,"(+/- 5.6 )",38.4,"(+/- 5.4 )",33.5,"(+/- 5.6 )",45.3,"(+/- 5.1 )",41.7,"(+/- 4.8 )",28.5,"(+/- 5.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.5,"(+/- 23.0 )",25.5,"(+/- 20.4 )",46.1,"(+/- 28.6 )",7.9,"(+/- 9.8 )",15.7,"(+/- 9.3 )",28.9,"(+/- 20.0 )",48.6,"(+/- 14.3 )",25.0,"(+/- 10.2 )",42.5,"(+/- 14.9 )",23.9,"(+/- 18.0 )",43.6,"(+/- 20.4 )",18.9,"(+/- 18.8 )",40.0,"(+/- 11.6 )",37.6,"(+/- 16.2 )",44.6,"(+/- 12.5 )",34.7,"(+/- 14.1 )",19.1,"(+/- 26.4 )",17.0,"(+/- 13.8 )",29.9,"(+/- 13.0 )",28.0,"(+/- 14.3 )",36.6,"(+/- 13.7 )",60.3,"(+/- 13.3 )",52.7,"(+/- 12.8 )",29.7,"(+/- 11.1 )",40.4,"(+/- 13.5 )",48.4,"(+/- 12.9 )",42.2,"(+/- 16.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.3,"(+/- 1.0 )",7.3,"(+/- 0.9 )",5.9,"(+/- 0.8 )",6.8,"(+/- 0.8 )",11.1,"(+/- 1.0 )",12.1,"(+/- 1.1 )",23.0,"(+/- 1.7 )",21.1,"(+/- 1.3 )",15.5,"(+/- 1.2 )",16.0,"(+/- 1.5 )",13.3,"(+/- 1.0 )",10.2,"(+/- 1.0 )",25.4,"(+/- 1.7 )",13.2,"(+/- 1.2 )",36.2,"(+/- 2.0 )",10.8,"(+/- 1.1 )",10.0,"(+/- 1.2 )",8.9,"(+/- 1.0 )",12.4,"(+/- 1.0 )",11.3,"(+/- 1.1 )",13.3,"(+/- 1.0 )",14.8,"(+/- 0.8 )",15.3,"(+/- 0.8 )",14.3,"(+/- 1.1 )",14.8,"(+/- 1.0 )",18.7,"(+/- 1.2 )",8.3,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.1,"(+/- 2.7 )",8.7,"(+/- 2.0 )",6.5,"(+/- 1.7 )",8.9,"(+/- 2.1 )",15.4,"(+/- 2.2 )",13.2,"(+/- 2.3 )",30.5,"(+/- 3.6 )",27.6,"(+/- 3.0 )",18.4,"(+/- 2.6 )",24.3,"(+/- 3.6 )",17.3,"(+/- 2.2 )",10.1,"(+/- 3.0 )",38.6,"(+/- 3.7 )",19.4,"(+/- 2.8 )",47.6,"(+/- 3.4 )",15.7,"(+/- 2.5 )",14.5,"(+/- 2.7 )",13.5,"(+/- 2.5 )",18.2,"(+/- 2.5 )",13.7,"(+/- 2.4 )",21.0,"(+/- 2.7 )",20.3,"(+/- 2.2 )",21.2,"(+/- 2.3 )",21.2,"(+/- 2.9 )",23.4,"(+/- 2.8 )",29.2,"(+/- 2.7 )",10.3,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.7,"(+/- 2.7 )",8.1,"(+/- 2.0 )",6.4,"(+/- 1.7 )",8.6,"(+/- 2.1 )",15.0,"(+/- 2.2 )",12.9,"(+/- 2.3 )",30.2,"(+/- 3.6 )",27.4,"(+/- 3.0 )",18.0,"(+/- 2.6 )",24.2,"(+/- 3.6 )",17.0,"(+/- 2.2 )",10.0,"(+/- 3.0 )",38.6,"(+/- 3.8 )",19.2,"(+/- 2.8 )",47.3,"(+/- 3.4 )",15.6,"(+/- 2.5 )",14.3,"(+/- 2.7 )",13.2,"(+/- 2.5 )",17.4,"(+/- 2.4 )",13.3,"(+/- 2.4 )",20.1,"(+/- 2.7 )",19.8,"(+/- 2.2 )",20.2,"(+/- 2.2 )",20.5,"(+/- 2.9 )",23.1,"(+/- 2.8 )",28.7,"(+/- 2.7 )",10.0,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",12.0,"(+/- 5.5 )",7.1,"(+/- 2.8 )",6.9,"(+/- 3.1 )",8.7,"(+/- 3.0 )",15.2,"(+/- 3.4 )",13.5,"(+/- 3.5 )",27.7,"(+/- 4.3 )",28.1,"(+/- 5.1 )",19.2,"(+/- 4.7 )",23.8,"(+/- 4.6 )",18.4,"(+/- 3.3 )",7.4,"(+/- 3.9 )",37.9,"(+/- 5.4 )",22.9,"(+/- 4.7 )",48.5,"(+/- 5.7 )",16.1,"(+/- 4.2 )",14.2,"(+/- 3.0 )",16.4,"(+/- 4.1 )",18.9,"(+/- 4.2 )",12.9,"(+/- 3.6 )",24.5,"(+/- 4.1 )",23.5,"(+/- 3.6 )",26.0,"(+/- 4.5 )",21.0,"(+/- 4.4 )",22.2,"(+/- 3.8 )",31.5,"(+/- 4.3 )",11.2,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.3,"(+/- 2.2 )",8.5,"(+/- 2.5 )",6.2,"(+/- 1.7 )",8.6,"(+/- 2.0 )",15.0,"(+/- 2.2 )",12.6,"(+/- 2.4 )",31.4,"(+/- 4.2 )",27.0,"(+/- 3.1 )",17.5,"(+/- 2.9 )",24.5,"(+/- 4.0 )",16.5,"(+/- 2.5 )",11.5,"(+/- 4.1 )",38.9,"(+/- 4.1 )",17.7,"(+/- 2.8 )",46.9,"(+/- 3.4 )",15.4,"(+/- 2.7 )",14.3,"(+/- 3.1 )",12.1,"(+/- 2.5 )",16.9,"(+/- 2.5 )",13.5,"(+/- 2.6 )",18.5,"(+/- 2.7 )",18.4,"(+/- 2.5 )",18.2,"(+/- 2.3 )",20.4,"(+/- 3.3 )",23.4,"(+/- 3.0 )",27.6,"(+/- 3.1 )",9.6,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",5.9,"(+/- 0.8 )",7.0,"(+/- 0.9 )",5.8,"(+/- 0.7 )",6.2,"(+/- 0.6 )",9.8,"(+/- 0.8 )",11.9,"(+/- 0.9 )",20.8,"(+/- 1.4 )",19.3,"(+/- 1.1 )",14.8,"(+/- 1.1 )",13.9,"(+/- 1.2 )",12.1,"(+/- 0.9 )",10.2,"(+/- 1.0 )",22.0,"(+/- 1.4 )",11.7,"(+/- 1.0 )",32.0,"(+/- 1.8 )",9.5,"(+/- 0.9 )",8.5,"(+/- 0.9 )",7.5,"(+/- 0.8 )",11.0,"(+/- 0.8 )",10.7,"(+/- 0.9 )",11.3,"(+/- 0.7 )",13.4,"(+/- 0.8 )",13.7,"(+/- 0.7 )",12.4,"(+/- 0.8 )",12.5,"(+/- 0.9 )",16.1,"(+/- 1.0 )",7.7,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.3,"(+/- 1.4 )",6.2,"(+/- 1.4 )",6.7,"(+/- 1.9 )",5.9,"(+/- 1.1 )",10.4,"(+/- 1.6 )",16.0,"(+/- 2.2 )",29.3,"(+/- 3.1 )",19.9,"(+/- 2.2 )",17.4,"(+/- 2.3 )",17.1,"(+/- 2.8 )",14.9,"(+/- 1.8 )",9.6,"(+/- 2.0 )",27.3,"(+/- 3.2 )",13.4,"(+/- 2.3 )",33.0,"(+/- 3.0 )",9.0,"(+/- 1.5 )",7.5,"(+/- 1.5 )",5.4,"(+/- 1.3 )",8.0,"(+/- 1.5 )",6.9,"(+/- 1.3 )",6.9,"(+/- 1.1 )",8.3,"(+/- 1.2 )",7.7,"(+/- 0.9 )",8.5,"(+/- 1.1 )",7.7,"(+/- 1.2 )",10.5,"(+/- 1.4 )",6.2,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",4.1,"(+/- 1.0 )",5.0,"(+/- 0.9 )",3.9,"(+/- 0.7 )",4.9,"(+/- 0.9 )",8.5,"(+/- 1.0 )",10.0,"(+/- 1.2 )",21.0,"(+/- 2.1 )",17.2,"(+/- 1.6 )",11.8,"(+/- 1.4 )",14.9,"(+/- 1.9 )",11.3,"(+/- 1.0 )",7.0,"(+/- 1.4 )",24.4,"(+/- 2.3 )",11.3,"(+/- 1.6 )",33.7,"(+/- 2.4 )",8.8,"(+/- 1.3 )",7.8,"(+/- 1.3 )",6.6,"(+/- 1.1 )",8.9,"(+/- 1.1 )",7.6,"(+/- 1.2 )",10.5,"(+/- 1.2 )",10.9,"(+/- 1.0 )",10.6,"(+/- 0.9 )",11.3,"(+/- 1.4 )",11.8,"(+/- 1.3 )",15.8,"(+/- 1.4 )",6.0,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",18.3,"(+/- 2.5 )",23.1,"(+/- 2.3 )",21.1,"(+/- 3.1 )",19.5,"(+/- 2.4 )",28.8,"(+/- 2.7 )",21.5,"(+/- 2.2 )",29.6,"(+/- 2.3 )",33.5,"(+/- 1.8 )",27.8,"(+/- 2.1 )",18.6,"(+/- 2.2 )",25.9,"(+/- 2.4 )",14.2,"(+/- 1.7 )",28.3,"(+/- 1.9 )",20.1,"(+/- 2.3 )",48.1,"(+/- 2.7 )",20.1,"(+/- 2.1 )",22.3,"(+/- 2.1 )",21.5,"(+/- 2.3 )",24.3,"(+/- 1.9 )",22.6,"(+/- 1.8 )",23.1,"(+/- 1.8 )",28.2,"(+/- 2.0 )",30.3,"(+/- 1.8 )",24.6,"(+/- 1.8 )",24.5,"(+/- 1.7 )",27.1,"(+/- 2.1 )",18.3,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",172207,"(+/- 6384 )",180037,"(+/- 6341 )",176227,"(+/- 6791 )",183010,"(+/- 6715 )",203166,"(+/- 8849 )",162799,"(+/- 7582 )",179847,"(+/- 8192 )",194533,"(+/- 9511 )",184069,"(+/- 8952 )",175732,"(+/- 9558 )",184025,"(+/- 7210 )",120128,"(+/- 8219 )",196763,"(+/- 11300 )",149604,"(+/- 7692 )",227668,"(+/- 8715 )",188363,"(+/- 7811 )",205788,"(+/- 5702 )",190547,"(+/- 5272 )",152717,"(+/- 3888 )",189128,"(+/- 4878 )",151605,"(+/- 3836 )",167350,"(+/- 4298 )",173335,"(+/- 3347 )",176021,"(+/- 3722 )",178050,"(+/- 3799 )",173512,"(+/- 5612 )",158530,"(+/- 4098 )"
Education,"School Enrollment","Nursery school, preschool",9933,"(+/- 1945 )",10556,"(+/- 1617 )",13783,"(+/- 1724 )",12730,"(+/- 1834 )",13601,"(+/- 2206 )",10643,"(+/- 2115 )",14103,"(+/- 1994 )",16272,"(+/- 2739 )",11756,"(+/- 1765 )",14590,"(+/- 2474 )",11232,"(+/- 1506 )",7970,"(+/- 1602 )",11845,"(+/- 2295 )",8683,"(+/- 1418 )",15214,"(+/- 1869 )",13397,"(+/- 1994 )",15727,"(+/- 1824 )",8505,"(+/- 1462 )",7878,"(+/- 1356 )",10208,"(+/- 1539 )",8481,"(+/- 1356 )",8323,"(+/- 1268 )",7709,"(+/- 1122 )",8990,"(+/- 1376 )",8751,"(+/- 1309 )",9665,"(+/- 1565 )",8069,"(+/- 1237 )"
Education,"School Enrollment",Kindergarten,7481,"(+/- 1647 )",7040,"(+/- 1351 )",10139,"(+/- 1656 )",7855,"(+/- 1292 )",10364,"(+/- 1888 )",7386,"(+/- 1468 )",9363,"(+/- 1865 )",7391,"(+/- 1364 )",8886,"(+/- 1707 )",9876,"(+/- 1898 )",9358,"(+/- 1605 )",4540,"(+/- 1528 )",9223,"(+/- 2330 )",6753,"(+/- 1465 )",12383,"(+/- 1837 )",8359,"(+/- 1716 )",10855,"(+/- 1785 )",9349,"(+/- 1667 )",7097,"(+/- 1208 )",7621,"(+/- 1487 )",8886,"(+/- 1396 )",8474,"(+/- 1240 )",7173,"(+/- 1099 )",7257,"(+/- 1304 )",9167,"(+/- 1406 )",7713,"(+/- 1312 )",7548,"(+/- 1172 )"
Education,"School Enrollment","Elementary school (grades 1-8)",64022,"(+/- 4401 )",72762,"(+/- 3956 )",70966,"(+/- 4650 )",65671,"(+/- 4243 )",76255,"(+/- 4766 )",60846,"(+/- 4891 )",74972,"(+/- 4561 )",74669,"(+/- 4850 )",71596,"(+/- 5757 )",59172,"(+/- 5242 )",75287,"(+/- 3760 )",34164,"(+/- 4370 )",77058,"(+/- 6593 )",57675,"(+/- 4628 )",96015,"(+/- 5189 )",76926,"(+/- 4994 )",80817,"(+/- 2985 )",75677,"(+/- 3433 )",57581,"(+/- 2567 )",65323,"(+/- 2992 )",62144,"(+/- 2460 )",60630,"(+/- 2085 )",62802,"(+/- 2124 )",67816,"(+/- 1639 )",65072,"(+/- 2201 )",62721,"(+/- 2299 )",64814,"(+/- 2738 )"
