Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Socioeconomic,"Income and Benefits (In 2017 inflation-adjusted dollars)","Mean household income (dollars)",72243,"(+/- 1944 )",67709,"(+/- 2676 )",67113,"(+/- 2860 )",94285,"(+/- 3056 )",53352,"(+/- 1648 )",64388,"(+/- 1756 )",85388,"(+/- 2677 )",75528,"(+/- 2971 )",68469,"(+/- 2661 )",76302,"(+/- 3251 )",59828,"(+/- 2234 )",72489,"(+/- 2117 )",73366,"(+/- 2176 )",80891,"(+/- 2863 )",70247,"(+/- 2221 )",84476,"(+/- 2368 )",65804,"(+/- 1884 )",89650,"(+/- 3547 )",89319,"(+/- 3161 )",60892,"(+/- 2184 )",89365,"(+/- 3584 )",96497,"(+/- 3337 )",95639,"(+/- 4165 )",57241,"(+/- 2214 )",66004,"(+/- 2101 )",74531,"(+/- 2521 )",93237,"(+/- 3595 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",734035,"(+/- 3113 )",692857,"(+/- 8902 )",716458,"(+/- 7753 )",784270,"(+/- 12640 )",702797,"(+/- 13101 )",756868,"(+/- 8536 )",768090,"(+/- 13240 )",751143,"(+/- 3817 )",861529,"(+/- 16824 )",823607,"(+/- 17519 )",754319,"(+/- 13227 )",771149,"(+/- 8390 )",720397,"(+/- 8653 )",771766,"(+/- 12809 )",797287,"(+/- 18864 )",806470,"(+/- 12914 )",763221,"(+/- 10646 )",766237,"(+/- 9797 )",807778,"(+/- 10166 )",762734,"(+/- 15513 )",785291,"(+/- 12011 )",753080,"(+/- 10047 )",750863,"(+/- 8820 )",762181,"(+/- 17076 )",773089,"(+/- 16557 )",788634,"(+/- 16799 )",752554,"(+/- 17262 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",651491,"(+/- 7700 )",613883,"(+/- 9713 )",638232,"(+/- 10066 )",704934,"(+/- 13889 )",615905,"(+/- 13193 )",670732,"(+/- 9413 )",702143,"(+/- 13557 )",676409,"(+/- 8666 )",741546,"(+/- 18818 )",692861,"(+/- 16881 )",680668,"(+/- 14019 )",689797,"(+/- 8394 )",633522,"(+/- 11769 )",671041,"(+/- 13408 )",698730,"(+/- 18420 )",715617,"(+/- 11877 )",674513,"(+/- 12642 )",681795,"(+/- 10432 )",706244,"(+/- 11176 )",635924,"(+/- 14557 )",667911,"(+/- 11805 )",649577,"(+/- 11881 )",662910,"(+/- 9191 )",594897,"(+/- 15486 )",627371,"(+/- 18072 )",649515,"(+/- 17724 )",654389,"(+/- 15571 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",499833,"(+/- 10296 )",446025,"(+/- 11406 )",475910,"(+/- 12545 )",584100,"(+/- 14095 )",412560,"(+/- 14964 )",460386,"(+/- 12111 )",555301,"(+/- 12474 )",498073,"(+/- 11696 )",503558,"(+/- 18056 )",509044,"(+/- 16925 )",454127,"(+/- 15344 )",497910,"(+/- 10167 )",444225,"(+/- 11243 )",485312,"(+/- 11794 )",507401,"(+/- 16970 )",531261,"(+/- 12476 )",448757,"(+/- 13931 )",506728,"(+/- 12169 )",508640,"(+/- 11032 )",409797,"(+/- 12954 )",483871,"(+/- 12849 )",497024,"(+/- 12453 )",513572,"(+/- 10724 )",326602,"(+/- 12710 )",392883,"(+/- 15281 )",424785,"(+/- 14470 )",457125,"(+/- 15158 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",267520,"(+/- 8349 )",278851,"(+/- 9498 )",254219,"(+/- 10298 )",215891,"(+/- 8604 )",279615,"(+/- 11761 )",332431,"(+/- 8941 )",211080,"(+/- 8902 )",311873,"(+/- 8519 )",324678,"(+/- 13988 )",239256,"(+/- 11327 )",411232,"(+/- 10459 )",304971,"(+/- 7901 )",283395,"(+/- 8447 )",243345,"(+/- 10925 )",282917,"(+/- 13960 )",326826,"(+/- 9826 )",387720,"(+/- 10049 )",297035,"(+/- 9562 )",363648,"(+/- 7749 )",277231,"(+/- 11338 )",300203,"(+/- 10309 )",233537,"(+/- 9716 )",205618,"(+/- 9088 )",295749,"(+/- 12550 )",282060,"(+/- 11997 )",263029,"(+/- 13073 )",236106,"(+/- 10162 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",82544,"(+/- 7191 )",78974,"(+/- 6012 )",78226,"(+/- 6839 )",79336,"(+/- 8406 )",86892,"(+/- 7657 )",86136,"(+/- 7860 )",65947,"(+/- 5906 )",74734,"(+/- 7302 )",119983,"(+/- 10320 )",130746,"(+/- 8669 )",73651,"(+/- 7346 )",81352,"(+/- 5690 )",86875,"(+/- 7898 )",100725,"(+/- 7716 )",98557,"(+/- 9687 )",90853,"(+/- 7894 )",88708,"(+/- 8124 )",84442,"(+/- 9267 )",101534,"(+/- 9081 )",126810,"(+/- 10048 )",117380,"(+/- 9018 )",103503,"(+/- 10242 )",87953,"(+/- 7947 )",167284,"(+/- 10352 )",145718,"(+/- 8822 )",139119,"(+/- 10062 )",98165,"(+/- 7873 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",172507,"(+/- 1772 )",158503,"(+/- 4505 )",166609,"(+/- 4090 )",174900,"(+/- 6093 )",177786,"(+/- 5822 )",142086,"(+/- 3698 )",166451,"(+/- 5293 )",145889,"(+/- 1824 )",214667,"(+/- 7163 )",206482,"(+/- 6923 )",128121,"(+/- 6849 )",157087,"(+/- 4265 )",127700,"(+/- 4112 )",172523,"(+/- 6294 )",202614,"(+/- 8223 )",168229,"(+/- 6352 )",142927,"(+/- 6366 )",152792,"(+/- 5372 )",141723,"(+/- 4197 )",192399,"(+/- 9043 )",156536,"(+/- 5804 )",143802,"(+/- 7226 )",170842,"(+/- 6829 )",187223,"(+/- 7982 )",157904,"(+/- 7087 )",175312,"(+/- 8303 )",146829,"(+/- 7296 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",11347,"(+/- 2674 )",9731,"(+/- 2304 )",10093,"(+/- 2708 )",11567,"(+/- 3731 )",10996,"(+/- 2731 )",10073,"(+/- 2600 )",4429,"(+/- 1075 )",7905,"(+/- 2585 )",15987,"(+/- 2839 )",21820,"(+/- 4195 )",7978,"(+/- 2355 )",7613,"(+/- 1823 )",7633,"(+/- 2355 )",13545,"(+/- 3077 )",17948,"(+/- 4576 )",9991,"(+/- 2008 )",12690,"(+/- 2923 )",11552,"(+/- 2739 )",14324,"(+/- 2931 )",19891,"(+/- 4820 )",12300,"(+/- 2727 )",14500,"(+/- 3770 )",12047,"(+/- 2835 )",14225,"(+/- 2517 )",13483,"(+/- 2764 )",12701,"(+/- 2570 )",8491,"(+/- 2291 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",9.6,"(+/- 1.3 )",10.6,"(+/- 1.5 )",12.4,"(+/- 1.9 )",6.4,"(+/- 1.1 )",16.3,"(+/- 1.6 )",10.1,"(+/- 1.1 )",8.9,"(+/- 1.3 )",6.8,"(+/- 1.0 )",11.3,"(+/- 1.4 )",13.5,"(+/- 1.6 )",8.3,"(+/- 1.1 )",8.5,"(+/- 1.1 )",7.9,"(+/- 1.0 )",12.9,"(+/- 1.3 )",11.4,"(+/- 1.3 )",6.7,"(+/- 0.9 )",9.6,"(+/- 1.0 )",6.7,"(+/- 1.1 )",7.0,"(+/- 1.1 )",12.8,"(+/- 1.4 )",7.7,"(+/- 1.1 )",7.8,"(+/- 1.2 )",8.1,"(+/- 1.2 )",16.7,"(+/- 1.8 )",13.4,"(+/- 1.6 )",12.4,"(+/- 1.5 )",12.2,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.7,"(+/- 2.7 )",16.5,"(+/- 2.6 )",19.0,"(+/- 3.1 )",10.4,"(+/- 2.2 )",25.8,"(+/- 3.0 )",19.1,"(+/- 2.7 )",11.5,"(+/- 2.2 )",12.9,"(+/- 2.5 )",18.8,"(+/- 2.4 )",18.3,"(+/- 2.4 )",17.7,"(+/- 3.2 )",13.6,"(+/- 2.3 )",13.6,"(+/- 2.5 )",19.9,"(+/- 2.5 )",17.9,"(+/- 2.6 )",10.4,"(+/- 2.1 )",19.0,"(+/- 2.7 )",11.4,"(+/- 2.2 )",16.3,"(+/- 3.3 )",17.8,"(+/- 2.3 )",13.1,"(+/- 2.2 )",12.7,"(+/- 2.7 )",9.4,"(+/- 1.5 )",21.9,"(+/- 2.8 )",19.8,"(+/- 2.8 )",16.9,"(+/- 2.3 )",16.3,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.2,"(+/- 6.6 )",11.5,"(+/- 4.7 )",18.3,"(+/- 5.8 )",10.7,"(+/- 6.3 )",25.2,"(+/- 8.1 )",16.2,"(+/- 6.8 )",10.0,"(+/- 4.6 )",15.1,"(+/- 6.3 )",20.3,"(+/- 5.8 )",15.6,"(+/- 5.3 )",17.0,"(+/- 8.6 )",8.8,"(+/- 4.3 )",7.1,"(+/- 3.6 )",16.5,"(+/- 5.0 )",12.1,"(+/- 4.5 )",9.6,"(+/- 4.9 )",22.8,"(+/- 7.2 )",15.1,"(+/- 7.2 )",17.9,"(+/- 8.4 )",13.1,"(+/- 4.4 )",8.8,"(+/- 4.4 )",12.4,"(+/- 5.0 )",9.2,"(+/- 4.0 )",13.1,"(+/- 4.8 )",15.6,"(+/- 6.1 )",14.2,"(+/- 5.4 )",12.3,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.4,"(+/- 0.9 )",6.0,"(+/- 1.3 )",6.8,"(+/- 1.5 )",2.9,"(+/- 0.8 )",7.1,"(+/- 1.2 )",5.2,"(+/- 0.9 )",5.8,"(+/- 1.2 )",3.9,"(+/- 0.9 )",6.0,"(+/- 1.2 )",9.4,"(+/- 2.0 )",5.8,"(+/- 1.1 )",5.4,"(+/- 1.0 )",4.6,"(+/- 0.9 )",6.9,"(+/- 1.1 )",5.8,"(+/- 1.0 )",4.5,"(+/- 0.8 )",6.6,"(+/- 1.0 )",3.6,"(+/- 1.0 )",4.2,"(+/- 0.8 )",7.6,"(+/- 1.5 )",5.0,"(+/- 1.1 )",5.9,"(+/- 1.2 )",6.0,"(+/- 1.4 )",9.8,"(+/- 1.8 )",9.7,"(+/- 1.8 )",9.2,"(+/- 1.7 )",8.4,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.7,"(+/- 2.2 )",9.0,"(+/- 2.7 )",8.8,"(+/- 2.7 )",3.7,"(+/- 1.5 )",10.1,"(+/- 2.6 )",7.1,"(+/- 2.3 )",5.9,"(+/- 1.9 )",6.5,"(+/- 2.4 )",8.9,"(+/- 2.3 )",11.3,"(+/- 2.5 )",9.9,"(+/- 3.5 )",6.9,"(+/- 1.9 )",6.2,"(+/- 2.1 )",8.6,"(+/- 2.1 )",7.2,"(+/- 2.1 )",4.9,"(+/- 1.5 )",11.9,"(+/- 3.0 )",4.2,"(+/- 1.9 )",8.8,"(+/- 3.2 )",8.4,"(+/- 2.4 )",7.3,"(+/- 2.0 )",8.1,"(+/- 2.9 )",5.0,"(+/- 1.5 )",10.9,"(+/- 2.9 )",13.4,"(+/- 3.4 )",10.4,"(+/- 2.7 )",8.2,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.1,"(+/- 3.0 )",5.3,"(+/- 5.9 )",5.2,"(+/- 4.2 )",2.2,"(+/- 3.1 )",16.8,"(+/- 9.8 )",4.4,"(+/- 3.4 )",6.0,"(+/- 4.1 )",7.1,"(+/- 5.8 )",13.3,"(+/- 6.2 )",7.4,"(+/- 4.7 )",9.6,"(+/- 7.8 )",3.1,"(+/- 4.1 )",4.0,"(+/- 3.5 )",4.6,"(+/- 4.5 )",5.4,"(+/- 3.2 )",1.8,"(+/- 1.8 )",8.4,"(+/- 4.7 )",5.2,"(+/- 5.3 )",11.2,"(+/- 8.8 )",4.6,"(+/- 3.8 )",4.3,"(+/- 3.7 )",7.8,"(+/- 6.1 )",5.2,"(+/- 2.9 )",7.0,"(+/- 5.4 )",14.0,"(+/- 8.4 )",11.7,"(+/- 6.1 )",6.2,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",27.4,"(+/- 4.7 )",29.5,"(+/- 5.1 )",32.4,"(+/- 5.5 )",22.5,"(+/- 5.4 )",32.3,"(+/- 4.2 )",26.8,"(+/- 4.1 )",21.9,"(+/- 4.1 )",21.0,"(+/- 5.1 )",27.2,"(+/- 4.0 )",25.2,"(+/- 4.1 )",18.4,"(+/- 3.4 )",19.1,"(+/- 3.5 )",18.5,"(+/- 3.6 )",30.3,"(+/- 3.7 )",29.8,"(+/- 4.6 )",18.7,"(+/- 4.1 )",25.9,"(+/- 4.6 )",19.4,"(+/- 4.6 )",23.2,"(+/- 5.3 )",22.0,"(+/- 3.2 )",17.6,"(+/- 3.4 )",15.3,"(+/- 3.5 )",15.6,"(+/- 3.4 )",27.7,"(+/- 3.5 )",24.9,"(+/- 3.5 )",21.2,"(+/- 4.0 )",22.7,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.4,"(+/- 6.8 )",37.8,"(+/- 6.8 )",43.3,"(+/- 7.5 )",31.5,"(+/- 8.1 )",43.0,"(+/- 5.5 )",39.5,"(+/- 6.0 )",28.2,"(+/- 6.3 )",29.5,"(+/- 7.3 )",36.9,"(+/- 5.5 )",32.7,"(+/- 6.2 )",34.0,"(+/- 7.4 )",27.2,"(+/- 5.3 )",26.3,"(+/- 6.0 )",42.1,"(+/- 4.9 )",40.4,"(+/- 6.1 )",27.5,"(+/- 6.6 )",38.9,"(+/- 7.6 )",29.4,"(+/- 6.8 )",34.9,"(+/- 7.7 )",32.2,"(+/- 5.0 )",26.6,"(+/- 5.8 )",24.5,"(+/- 5.8 )",20.9,"(+/- 4.5 )",37.3,"(+/- 4.8 )",34.4,"(+/- 5.4 )",30.7,"(+/- 6.1 )",33.4,"(+/- 6.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.9,"(+/- 17.1 )",33.5,"(+/- 14.2 )",48.6,"(+/- 17.4 )",42.2,"(+/- 20.7 )",37.8,"(+/- 12.3 )",40.1,"(+/- 20.7 )",32.4,"(+/- 18.8 )",35.0,"(+/- 17.8 )",39.6,"(+/- 17.2 )",40.6,"(+/- 17.1 )",30.3,"(+/- 18.4 )",18.7,"(+/- 10.6 )",14.7,"(+/- 10.8 )",49.6,"(+/- 16.1 )",14.9,"(+/- 9.9 )",42.6,"(+/- 17.9 )",45.6,"(+/- 15.7 )",36.6,"(+/- 20.7 )",49.8,"(+/- 22.3 )",31.0,"(+/- 10.1 )",20.8,"(+/- 14.3 )",31.0,"(+/- 14.2 )",24.4,"(+/- 15.6 )",26.0,"(+/- 12.5 )",20.4,"(+/- 13.9 )",25.1,"(+/- 15.6 )",28.9,"(+/- 17.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.6,"(+/- 1.4 )",15.8,"(+/- 1.4 )",18.2,"(+/- 1.6 )",9.5,"(+/- 1.3 )",22.0,"(+/- 1.6 )",14.5,"(+/- 1.0 )",13.2,"(+/- 1.2 )",11.5,"(+/- 1.2 )",14.5,"(+/- 1.6 )",16.0,"(+/- 1.5 )",12.4,"(+/- 1.2 )",11.5,"(+/- 1.2 )",13.0,"(+/- 1.1 )",17.6,"(+/- 1.2 )",15.0,"(+/- 1.4 )",10.1,"(+/- 1.0 )",14.2,"(+/- 1.2 )",10.1,"(+/- 1.1 )",10.5,"(+/- 1.1 )",17.6,"(+/- 1.6 )",12.0,"(+/- 1.2 )",11.3,"(+/- 1.3 )",10.2,"(+/- 1.0 )",20.5,"(+/- 1.5 )",16.2,"(+/- 1.4 )",14.4,"(+/- 1.4 )",15.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",21.7,"(+/- 3.2 )",20.6,"(+/- 2.7 )",21.8,"(+/- 3.1 )",11.7,"(+/- 2.3 )",31.9,"(+/- 3.7 )",24.7,"(+/- 2.9 )",15.6,"(+/- 2.8 )",16.5,"(+/- 3.4 )",22.7,"(+/- 3.5 )",23.6,"(+/- 3.3 )",19.7,"(+/- 3.6 )",16.0,"(+/- 2.7 )",17.3,"(+/- 3.4 )",24.4,"(+/- 3.2 )",24.0,"(+/- 3.7 )",14.1,"(+/- 3.0 )",22.7,"(+/- 3.8 )",13.5,"(+/- 2.4 )",20.3,"(+/- 3.7 )",23.9,"(+/- 3.3 )",18.2,"(+/- 2.9 )",16.4,"(+/- 3.7 )",11.5,"(+/- 2.2 )",27.7,"(+/- 3.8 )",23.4,"(+/- 3.3 )",21.0,"(+/- 2.8 )",17.4,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",21.0,"(+/- 3.3 )",20.3,"(+/- 2.7 )",21.5,"(+/- 3.1 )",11.5,"(+/- 2.3 )",31.5,"(+/- 3.7 )",24.3,"(+/- 2.9 )",15.1,"(+/- 2.8 )",16.2,"(+/- 3.3 )",22.3,"(+/- 3.4 )",23.5,"(+/- 3.3 )",19.3,"(+/- 3.5 )",15.7,"(+/- 2.7 )",17.1,"(+/- 3.4 )",24.0,"(+/- 3.2 )",24.1,"(+/- 3.7 )",14.0,"(+/- 2.9 )",22.7,"(+/- 3.8 )",13.2,"(+/- 2.4 )",19.7,"(+/- 3.7 )",23.9,"(+/- 3.3 )",17.4,"(+/- 3.0 )",16.1,"(+/- 3.7 )",11.3,"(+/- 2.2 )",27.4,"(+/- 3.8 )",22.8,"(+/- 3.3 )",20.7,"(+/- 2.8 )",17.1,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",21.8,"(+/- 4.9 )",21.1,"(+/- 4.8 )",22.0,"(+/- 4.1 )",13.4,"(+/- 4.9 )",35.8,"(+/- 5.6 )",28.7,"(+/- 5.2 )",15.6,"(+/- 4.1 )",15.0,"(+/- 4.8 )",25.6,"(+/- 5.5 )",24.2,"(+/- 5.2 )",24.4,"(+/- 6.6 )",14.9,"(+/- 3.7 )",17.0,"(+/- 4.7 )",26.4,"(+/- 4.7 )",24.8,"(+/- 5.0 )",14.7,"(+/- 4.5 )",26.7,"(+/- 5.3 )",15.3,"(+/- 4.1 )",24.6,"(+/- 6.4 )",22.9,"(+/- 4.9 )",20.4,"(+/- 4.8 )",18.8,"(+/- 5.3 )",13.1,"(+/- 4.2 )",30.0,"(+/- 5.6 )",23.2,"(+/- 5.6 )",23.0,"(+/- 4.3 )",16.0,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.7,"(+/- 3.3 )",20.0,"(+/- 2.7 )",21.3,"(+/- 3.4 )",10.7,"(+/- 2.1 )",29.8,"(+/- 3.9 )",22.8,"(+/- 3.1 )",15.0,"(+/- 3.3 )",16.6,"(+/- 3.8 )",21.2,"(+/- 3.6 )",23.2,"(+/- 3.7 )",17.6,"(+/- 3.8 )",16.0,"(+/- 2.9 )",17.1,"(+/- 3.4 )",23.1,"(+/- 3.3 )",23.8,"(+/- 3.9 )",13.7,"(+/- 3.2 )",21.3,"(+/- 3.9 )",12.5,"(+/- 2.6 )",18.0,"(+/- 4.0 )",24.3,"(+/- 3.5 )",16.2,"(+/- 3.3 )",15.2,"(+/- 3.7 )",10.6,"(+/- 2.3 )",26.3,"(+/- 4.1 )",22.6,"(+/- 3.6 )",19.8,"(+/- 3.3 )",17.6,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",11.3,"(+/- 1.1 )",14.5,"(+/- 1.3 )",17.2,"(+/- 1.5 )",9.0,"(+/- 1.2 )",18.9,"(+/- 1.2 )",12.3,"(+/- 0.9 )",12.6,"(+/- 1.1 )",10.4,"(+/- 1.0 )",11.9,"(+/- 1.3 )",13.6,"(+/- 1.2 )",11.1,"(+/- 1.1 )",10.5,"(+/- 1.0 )",12.2,"(+/- 0.9 )",15.8,"(+/- 1.0 )",12.2,"(+/- 1.1 )",9.1,"(+/- 0.8 )",12.4,"(+/- 1.0 )",9.3,"(+/- 1.0 )",8.6,"(+/- 0.8 )",15.7,"(+/- 1.4 )",10.6,"(+/- 1.0 )",10.2,"(+/- 0.9 )",9.8,"(+/- 1.0 )",18.3,"(+/- 1.2 )",14.5,"(+/- 1.3 )",12.7,"(+/- 1.2 )",14.5,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.8,"(+/- 1.3 )",7.3,"(+/- 1.4 )",10.3,"(+/- 1.6 )",7.6,"(+/- 1.3 )",12.9,"(+/- 2.1 )",7.9,"(+/- 1.1 )",13.4,"(+/- 2.6 )",7.7,"(+/- 1.7 )",10.0,"(+/- 1.6 )",13.5,"(+/- 2.6 )",7.2,"(+/- 1.1 )",8.8,"(+/- 1.3 )",9.4,"(+/- 1.2 )",12.9,"(+/- 2.2 )",10.3,"(+/- 1.6 )",6.9,"(+/- 0.9 )",8.2,"(+/- 1.0 )",7.3,"(+/- 1.1 )",6.3,"(+/- 0.9 )",19.0,"(+/- 2.7 )",9.2,"(+/- 1.3 )",9.2,"(+/- 1.5 )",13.1,"(+/- 2.4 )",22.0,"(+/- 2.5 )",16.6,"(+/- 2.1 )",14.4,"(+/- 2.0 )",20.7,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.5,"(+/- 1.6 )",12.1,"(+/- 1.5 )",13.7,"(+/- 2.0 )",7.2,"(+/- 1.5 )",18.4,"(+/- 1.8 )",12.0,"(+/- 1.1 )",9.4,"(+/- 1.3 )",8.4,"(+/- 1.4 )",12.7,"(+/- 1.7 )",14.1,"(+/- 1.7 )",9.8,"(+/- 1.3 )",9.2,"(+/- 1.3 )",9.1,"(+/- 1.3 )",14.4,"(+/- 1.6 )",13.2,"(+/- 1.7 )",7.8,"(+/- 1.2 )",11.4,"(+/- 1.3 )",7.5,"(+/- 1.2 )",8.4,"(+/- 1.3 )",14.6,"(+/- 2.0 )",9.4,"(+/- 1.4 )",8.9,"(+/- 1.6 )",7.8,"(+/- 1.2 )",16.7,"(+/- 1.9 )",13.4,"(+/- 1.7 )",12.2,"(+/- 1.5 )",11.8,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.6,"(+/- 2.4 )",30.5,"(+/- 2.4 )",33.2,"(+/- 2.2 )",19.4,"(+/- 2.3 )",33.3,"(+/- 2.3 )",23.3,"(+/- 1.9 )",26.0,"(+/- 2.3 )",23.2,"(+/- 2.2 )",24.4,"(+/- 2.4 )",24.6,"(+/- 2.0 )",22.4,"(+/- 2.3 )",20.9,"(+/- 1.9 )",23.2,"(+/- 2.0 )",27.5,"(+/- 1.7 )",23.8,"(+/- 2.8 )",18.5,"(+/- 1.8 )",25.0,"(+/- 2.2 )",20.9,"(+/- 2.3 )",18.8,"(+/- 1.7 )",30.6,"(+/- 2.4 )",21.3,"(+/- 2.2 )",18.3,"(+/- 1.7 )",21.2,"(+/- 2.2 )",37.7,"(+/- 2.6 )",32.4,"(+/- 3.0 )",29.1,"(+/- 2.9 )",26.6,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",178158,"(+/- 4334 )",167097,"(+/- 6223 )",198865,"(+/- 5479 )",179172,"(+/- 6997 )",204685,"(+/- 7660 )",150553,"(+/- 5244 )",209414,"(+/- 6460 )",158804,"(+/- 4493 )",211294,"(+/- 8274 )",215802,"(+/- 9183 )",122207,"(+/- 7108 )",161299,"(+/- 5859 )",138407,"(+/- 4851 )",200273,"(+/- 7878 )",204210,"(+/- 8268 )",161583,"(+/- 6268 )",131987,"(+/- 6396 )",161671,"(+/- 6923 )",150485,"(+/- 5728 )",203091,"(+/- 10396 )",169514,"(+/- 6887 )",167270,"(+/- 6721 )",192953,"(+/- 7727 )",193597,"(+/- 7887 )",166907,"(+/- 7791 )",202568,"(+/- 8896 )",168730,"(+/- 7750 )"
Education,"School Enrollment","Nursery school, preschool",11802,"(+/- 1719 )",9277,"(+/- 1584 )",10011,"(+/- 1944 )",10286,"(+/- 1953 )",11081,"(+/- 2028 )",7347,"(+/- 1452 )",11995,"(+/- 2104 )",9850,"(+/- 1661 )",9567,"(+/- 1991 )",12635,"(+/- 2104 )",6277,"(+/- 1913 )",9813,"(+/- 1626 )",8484,"(+/- 1639 )",11429,"(+/- 1934 )",10171,"(+/- 1812 )",10818,"(+/- 1959 )",6737,"(+/- 1528 )",10858,"(+/- 2264 )",7555,"(+/- 1485 )",14509,"(+/- 2408 )",14101,"(+/- 2155 )",11529,"(+/- 2118 )",13340,"(+/- 2592 )",12432,"(+/- 1846 )",8828,"(+/- 1917 )",12460,"(+/- 2384 )",15476,"(+/- 2403 )"
Education,"School Enrollment",Kindergarten,7411,"(+/- 1301 )",9027,"(+/- 1950 )",9490,"(+/- 1834 )",10505,"(+/- 2379 )",10608,"(+/- 1881 )",6280,"(+/- 1351 )",8401,"(+/- 1613 )",7358,"(+/- 1886 )",10746,"(+/- 2146 )",10496,"(+/- 1482 )",5360,"(+/- 1621 )",8129,"(+/- 1464 )",6723,"(+/- 1505 )",9961,"(+/- 1644 )",9860,"(+/- 2035 )",5931,"(+/- 1501 )",6731,"(+/- 1525 )",8246,"(+/- 1587 )",7270,"(+/- 1454 )",9686,"(+/- 2021 )",7757,"(+/- 1452 )",8388,"(+/- 1946 )",8529,"(+/- 1760 )",11228,"(+/- 2021 )",8118,"(+/- 1944 )",8294,"(+/- 1763 )",6559,"(+/- 1320 )"
