Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Education,"Educational Attainment","Percent high school graduate or higher",90.0,"(+/- 0.8 )",91.6,"(+/- 0.7 )",83.8,"(+/- 1.1 )",93.5,"(+/- 0.6 )",87.9,"(+/- 1.0 )",85.3,"(+/- 1.0 )",89.8,"(+/- 0.9 )",83.1,"(+/- 1.2 )",82.3,"(+/- 1.2 )",81.0,"(+/- 1.0 )",87.5,"(+/- 0.9 )",88.8,"(+/- 0.8 )",84.9,"(+/- 1.1 )",89.2,"(+/- 0.9 )",90.4,"(+/- 0.8 )",67.2,"(+/- 1.5 )",91.8,"(+/- 0.7 )",93.7,"(+/- 0.9 )",82.3,"(+/- 1.0 )",75.9,"(+/- 0.9 )",61.3,"(+/- 1.6 )",81.8,"(+/- 1.0 )",81.6,"(+/- 1.3 )",85.5,"(+/- 0.9 )",86.0,"(+/- 0.8 )",84.1,"(+/- 0.9 )",85.8,"(+/- 1.0 )",88.4,"(+/- 1.1 )",71.2,"(+/- 1.1 )",89.5,"(+/- 0.8 )",81.0,"(+/- 1.1 )",76.6,"(+/- 1.0 )",95.5,"(+/- 0.5 )",68.0,"(+/- 1.4 )",71.9,"(+/- 1.2 )",81.5,"(+/- 1.0 )",81.3,"(+/- 1.2 )",82.1,"(+/- 1.0 )",88.5,"(+/- 0.9 )",57.3,"(+/- 1.1 )",75.8,"(+/- 1.4 )",87.7,"(+/- 0.9 )",77.9,"(+/- 1.0 )",65.0,"(+/- 1.4 )",93.7,"(+/- 0.7 )",67.4,"(+/- 1.6 )",81.7,"(+/- 1.1 )",89.9,"(+/- 0.9 )",89.8,"(+/- 1.1 )",87.6,"(+/- 1.0 )",71.5,"(+/- 1.0 )",95.5,"(+/- 0.7 )",89.5,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",24.8,"(+/- 1.1 )",42.3,"(+/- 1.2 )",25.1,"(+/- 1.1 )",32.9,"(+/- 1.1 )",32.4,"(+/- 1.1 )",28.4,"(+/- 1.2 )",33.4,"(+/- 1.2 )",15.9,"(+/- 1.1 )",21.3,"(+/- 1.1 )",17.9,"(+/- 1.0 )",44.1,"(+/- 1.1 )",59.6,"(+/- 1.1 )",48.2,"(+/- 1.2 )",48.9,"(+/- 1.1 )",45.9,"(+/- 1.1 )",12.1,"(+/- 1.0 )",56.4,"(+/- 1.6 )",64.5,"(+/- 1.4 )",36.5,"(+/- 1.2 )",28.0,"(+/- 0.8 )",8.3,"(+/- 0.8 )",25.2,"(+/- 1.2 )",20.7,"(+/- 1.2 )",34.9,"(+/- 1.1 )",27.6,"(+/- 1.0 )",33.6,"(+/- 1.0 )",43.2,"(+/- 1.2 )",45.2,"(+/- 1.4 )",19.8,"(+/- 0.9 )",45.1,"(+/- 1.2 )",25.1,"(+/- 1.4 )",22.7,"(+/- 1.0 )",63.9,"(+/- 1.2 )",27.7,"(+/- 1.1 )",15.9,"(+/- 1.0 )",20.6,"(+/- 1.0 )",38.9,"(+/- 1.3 )",24.6,"(+/- 1.2 )",41.7,"(+/- 1.2 )",10.6,"(+/- 1.0 )",17.4,"(+/- 1.3 )",26.6,"(+/- 1.2 )",27.6,"(+/- 1.1 )",13.3,"(+/- 1.0 )",55.0,"(+/- 1.6 )",19.1,"(+/- 1.2 )",33.1,"(+/- 1.2 )",45.1,"(+/- 1.3 )",45.9,"(+/- 1.4 )",29.4,"(+/- 1.1 )",14.8,"(+/- 0.9 )",59.2,"(+/- 1.4 )",38.6,"(+/- 1.3 )"

"Source: 2017 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag","District 19 Estimate","District 19 Flag","District 20 Estimate","District 20 Flag","District 21 Estimate","District 21 Flag","District 22 Estimate","District 22 Flag","District 23 Estimate","District 23 Flag","District 24 Estimate","District 24 Flag","District 25 Estimate","District 25 Flag","District 26 Estimate","District 26 Flag","District 27 Estimate","District 27 Flag","District 28 Estimate","District 28 Flag","District 29 Estimate","District 29 Flag","District 30 Estimate","District 30 Flag","District 31 Estimate","District 31 Flag","District 32 Estimate","District 32 Flag","District 33 Estimate","District 33 Flag","District 34 Estimate","District 34 Flag","District 35 Estimate","District 35 Flag","District 36 Estimate","District 36 Flag","District 37 Estimate","District 37 Flag","District 38 Estimate","District 38 Flag","District 39 Estimate","District 39 Flag","District 40 Estimate","District 40 Flag","District 41 Estimate","District 41 Flag","District 42 Estimate","District 42 Flag","District 43 Estimate","District 43 Flag","District 44 Estimate","District 44 Flag","District 45 Estimate","District 45 Flag","District 46 Estimate","District 46 Flag","District 47 Estimate","District 47 Flag","District 48 Estimate","District 48 Flag","District 49 Estimate","District 49 Flag","District 50 Estimate","District 50 Flag","District 51 Estimate","District 51 Flag","District 52 Estimate","District 52 Flag","District 53 Estimate","District 53 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",171410,G,226752,G,165851,G,222875,G,234849,G,263366,G,213587,G,116450,G,159812,G,190329,G,230676,G,613587,G,300945,G,351648,G,289706,G,149720,G,562421,G,404129,G,202572,G,200289,G,105964,G,208974,G,186208,G,242652,G,161652,G,242372,G,254910,G,337666,G,171756,G,391843,G,240722,G,246743,G,508491,G,349223,G,260410,G,169377,G,295656,G,243609,G,257648,G,211391,G,184914,G,155850,G,291799,G,163841,G,413301,G,392810,G,243080,G,327565,G,276231,G,200829,G,141209,G,525065,G,234195,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1249,G,1396,G,1005,H,621,H,1138,G,10,J,103,J,34,H,1182,G,2143,G,37,G,10,J,11,G,17,G,60,H,4178,H,a,D,53,H,45,J,1388,H,6333,H,1196,G,608,G,968,H,34,J,531,H,94,H,123,J,a,D,38,G,157,H,a,D,64,G,a,D,26,G,759,G,8,J,9,J,18,G,64,G,71,G,126,H,25,J,7,G,69,H,10,J,27,H,26,J,212,G,360,H,670,H,101,G,19,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",276,J,121,H,372,G,180,J,134,H,6,G,102,H,499,G,63,G,106,H,58,H,49,J,a,D,68,J,225,H,54,G,38,J,149,J,b,D,364,H,503,H,70,J,7518,G,816,G,151,H,613,J,a,D,a,D,c,D,19,G,109,H,280,H,97,J,c,D,b,D,60,G,c,D,26,H,88,J,a,D,a,D,200,H,f,D,g,D,35,H,12,G,705,H,97,G,b,D,123,J,e,D,254,J,55,J
Business,"Paid employees for pay period including March 12",Utilities,1312,H,776,H,1125,J,1211,J,g,D,1285,J,634,J,1119,G,h,D,e,D,196,J,h,D,1157,J,742,H,144,J,g,D,g,D,412,H,489,H,872,H,1139,J,550,J,1350,H,2216,J,731,J,948,J,h,D,249,J,214,J,e,D,1904,J,2946,J,576,H,2002,J,g,D,1175,H,140,H,823,J,403,H,383,J,142,H,247,J,589,J,f,D,570,G,1038,J,1194,J,338,J,976,J,e,D,777,G,3441,J,e,D
Business,"Paid employees for pay period including March 12",Construction,9225,G,13776,G,10807,G,18734,G,17378,G,16622,G,13240,G,6668,H,11343,G,10249,G,15955,G,19102,G,17206,G,17359,G,20602,G,7538,G,24420,G,11786,G,16665,G,10960,G,4626,G,12250,G,11485,G,14147,G,10393,G,12454,G,5437,G,8518,G,12898,G,12918,G,12331,G,11210,G,8920,G,4997,G,16629,G,11075,G,6036,G,14185,G,20604,G,5128,G,16709,G,23625,G,8375,G,10029,G,20832,G,27673,G,12829,G,14240,G,15081,G,25503,G,5492,G,25269,G,11287,G
Business,"Paid employees for pay period including March 12",Manufacturing,11904,G,19178,G,14719,G,8982,G,27784,G,11375,G,10570,G,5482,G,12853,G,25824,G,9720,G,7807,G,19130,G,23015,H,23546,G,24065,H,86224,G,12591,H,14178,H,15348,G,18309,H,15875,G,8028,G,20977,G,16008,G,23350,G,6110,G,18562,G,26021,G,19080,G,19287,G,41334,G,29760,G,19727,G,31686,G,5186,G,9006,G,32646,G,26993,G,45720,G,15608,G,18281,G,31661,G,33690,G,41835,G,41826,G,17818,G,24732,H,32671,G,15069,G,16486,G,39767,G,6938,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5233,G,9586,G,8384,G,5402,G,9704,G,15693,G,11098,H,1410,G,9372,G,11293,G,7710,G,15363,G,14537,G,19146,G,27361,G,10330,G,75337,G,11912,G,10065,H,10950,G,9530,G,7956,G,7182,G,8873,G,6956,G,14874,G,7853,G,7880,G,13379,G,11407,G,12591,G,25542,G,13003,G,34344,G,31590,G,3100,G,9182,G,35407,G,29652,G,34525,G,9886,G,10028,H,18501,G,18931,G,33403,G,22952,G,12806,H,16466,G,17274,G,6383,G,9458,G,35870,G,4683,G
Business,"Paid employees for pay period including March 12","Retail trade",30598,G,35952,G,29937,G,35221,G,34582,G,30997,G,32829,G,22855,G,23951,G,31849,G,35025,G,42775,G,30374,G,36703,G,32343,G,20437,G,33423,G,38760,G,23117,G,34780,G,20736,G,37931,G,26717,G,34582,G,28420,G,37591,G,31207,G,35583,G,22603,G,40050,G,34173,G,34430,G,52212,G,24683,G,35544,G,34604,G,25879,G,33804,G,32670,G,24026,G,29753,G,23687,G,29988,G,17425,G,34351,G,30437,G,29474,G,46839,G,35407,G,35264,G,33445,G,46157,G,30692,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4708,G,3935,G,7700,H,4311,G,5668,G,11639,G,8015,J,4836,G,11608,G,13975,G,5314,G,8768,G,18473,G,30812,H,6372,G,7031,G,7054,H,1956,H,5357,G,4353,G,6409,G,6323,G,8200,G,4927,G,5201,G,4805,G,4051,G,3790,G,8520,G,1554,G,16769,G,9854,G,6112,G,7989,G,39655,G,2564,G,2927,G,12241,G,8324,G,12259,G,21037,G,4077,G,42570,H,22324,G,4943,G,8072,G,21978,H,4446,G,2725,H,2925,G,7052,G,11058,G,3769,G
Business,"Paid employees for pay period including March 12",Information,2456,H,6667,H,2855,G,4590,H,2930,G,7110,G,6230,H,1685,H,1905,G,1897,G,5052,H,60870,G,11512,G,42839,G,16819,G,2702,G,45498,H,63901,H,11052,G,2609,G,693,H,2273,H,2961,G,8132,G,2826,G,6097,H,4847,G,48005,G,3490,G,83695,J,4695,H,3322,G,53772,G,15808,H,3340,G,2573,G,55738,H,3444,H,3232,G,1786,H,2230,H,1772,G,6826,G,1924,H,19558,G,5483,G,4588,H,5070,G,6832,G,2102,H,2238,H,23602,G,2383,H
Business,"Paid employees for pay period including March 12","Finance and insurance",6552,G,8888,H,5432,H,13483,G,7192,H,8130,G,21117,G,2422,H,6212,H,4169,G,17824,G,53486,G,9760,H,15212,H,12071,H,2829,H,11198,H,12853,G,5636,G,4849,H,1306,H,9856,H,6262,H,6603,H,4518,H,12338,G,18824,H,9097,G,2782,G,25634,G,8088,G,8067,H,22990,G,26234,G,4438,H,2989,H,11190,G,6254,G,14712,G,2891,G,4198,H,2849,H,6443,H,1814,G,34626,G,19080,G,12948,G,21957,G,7185,G,3943,G,3325,G,33524,G,10827,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2872,G,5070,G,2661,G,5902,G,3794,G,5806,G,3852,G,2679,G,2525,G,2949,G,5165,G,15117,G,5446,G,7573,G,4822,G,2239,H,5650,G,5888,G,3695,G,3450,G,1451,G,4015,G,3631,G,5134,G,3043,G,4430,G,4936,G,9021,G,4244,G,9094,G,3326,G,3521,G,17178,G,7849,G,3417,G,4229,G,8931,G,3766,G,4419,G,2552,G,2727,G,2528,G,7434,G,2205,G,16375,G,7706,H,4538,G,13313,G,5474,G,3590,G,2422,G,13530,G,5512,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",7873,G,13732,G,6463,G,12320,G,10382,G,20171,G,17008,G,3719,G,4660,G,7533,G,17242,G,107243,G,25378,G,33556,G,33151,G,3931,G,79792,G,58073,G,23073,G,11175,G,1757,G,9258,G,10848,G,15002,G,12098,H,22346,H,24786,G,23878,G,5758,G,25427,G,9066,G,10200,G,68496,G,37085,G,5282,G,4386,G,30305,G,7729,G,14846,G,4026,G,6100,G,7700,G,18749,G,2923,G,59753,G,19471,G,13658,G,34807,G,33457,G,7892,G,4240,G,70313,G,15646,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1308,G,3538,G,1141,H,4748,G,3611,H,2697,H,3442,H,278,H,1452,G,2527,G,4403,G,20922,G,8782,H,9597,H,15578,G,1131,H,62889,H,4566,G,3731,G,2886,G,601,H,1720,G,1345,G,4566,H,852,H,5845,G,4517,G,9846,H,3116,H,5130,G,3376,J,4115,G,14579,G,12543,G,4424,G,275,J,5019,G,3065,G,6363,H,6372,H,1864,J,2103,J,8174,G,2914,H,14442,G,15708,G,3332,G,5929,G,4990,G,806,H,1513,H,16969,G,1531,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",8644,G,10459,G,8328,G,9840,G,13827,G,25938,G,13257,G,4176,G,9268,G,10012,G,14479,G,44392,G,15674,G,19221,G,20896,G,6624,G,27371,G,16910,G,18689,G,9910,G,2821,G,17335,H,19644,H,12313,G,9152,G,14102,G,15450,H,19620,H,10361,G,23809,G,19396,G,14766,G,26402,G,23098,G,17902,G,9378,G,23263,H,12073,G,14202,G,16072,G,12473,G,11278,G,20301,G,11612,H,31695,G,39757,G,18191,G,22540,H,13975,G,13214,G,5759,G,38715,G,20802,G
Business,"Paid employees for pay period including March 12","Educational services",2904,G,6636,G,2923,H,3435,G,4578,H,5971,G,4105,G,1994,G,4789,H,2328,G,7119,G,23858,G,13483,G,5853,G,4576,G,3570,H,10558,G,39875,H,4146,G,4416,G,765,H,4715,H,2093,G,7421,G,6017,H,5593,H,22186,G,10926,G,4332,G,13216,G,8593,G,8347,H,16233,G,13195,H,4067,G,2138,G,29479,J,7268,G,5847,G,3700,H,5318,H,1805,G,11157,H,1550,G,9120,G,7711,H,3413,G,6546,G,6176,G,3762,G,2922,G,18426,G,6183,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",37883,G,36084,G,29121,G,32951,G,41428,G,48653,G,32960,G,21544,G,28098,G,30442,H,42539,G,62377,G,51567,G,31938,G,32838,G,28334,G,35010,G,68813,G,22782,G,31134,G,12198,H,37728,G,35530,G,37924,G,20953,G,34316,G,47964,G,58397,G,33641,G,52060,G,50637,G,34977,G,59824,G,48533,G,29173,G,27954,G,31661,G,33480,G,23395,G,24287,G,28113,G,17263,G,33565,G,14026,G,36027,G,52346,G,36709,H,40252,G,34223,G,23148,G,20471,G,40680,G,66084,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4417,G,7404,G,2464,G,12181,G,5555,G,4575,G,4033,G,7018,G,2660,G,2492,G,6151,G,14464,G,7117,G,5789,G,3818,G,2458,G,7383,G,6455,G,4538,H,5337,G,1291,G,3139,G,2995,G,4631,G,5116,H,3948,G,6848,G,10421,G,1535,H,16467,J,2668,G,2332,H,17091,G,10980,H,1998,G,11547,G,7874,H,3477,H,7823,H,2595,J,1946,G,2950,G,4397,G,803,G,4867,G,37051,J,3642,G,5734,G,7968,G,7044,H,2057,H,13401,G,5760,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",22140,G,32454,G,23865,G,38664,G,33749,G,31731,G,22811,G,22210,G,16423,G,21915,G,23814,G,85294,G,33892,G,38615,G,24609,G,13612,G,35564,G,36058,G,26203,G,35708,G,12466,G,26542,G,22065,G,42713,G,21527,G,28892,G,34905,G,46051,G,12775,G,36103,G,24149,G,23076,G,76181,G,40163,G,20473,G,38095,G,26516,G,24549,G,32677,G,18550,G,19475,G,19467,G,31684,G,13226,G,37871,G,43010,G,32140,G,51091,G,39267,G,38719,G,16415,G,73100,G,27892,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9779,G,10951,G,6488,G,10001,G,9746,G,14906,G,8142,H,5778,G,7223,G,8241,G,12774,G,27151,G,17311,G,13475,G,9824,G,6380,G,13918,G,12961,G,9011,G,9707,G,3005,G,10181,G,7705,G,10581,G,7619,G,9242,G,11000,G,17580,G,5922,G,15653,G,9367,G,8401,G,24629,G,19762,G,9265,G,7250,G,12269,G,9329,G,11341,G,6432,G,7252,G,5825,G,10498,G,6072,G,12878,G,13432,G,13048,G,13017,G,12155,G,10404,G,6124,G,20783,G,13594,G
Business,"Paid employees for pay period including March 12","Industries not classified",77,H,149,H,61,H,98,H,114,J,51,J,39,J,44,H,34,J,34,H,99,J,173,J,126,J,118,G,51,J,29,J,65,H,157,H,76,J,93,H,25,J,61,J,41,H,126,G,37,J,57,J,84,J,101,J,29,J,179,J,40,J,9,G,372,J,45,H,33,J,40,H,131,J,34,J,39,J,20,J,11,J,39,J,71,H,11,J,51,J,35,J,42,H,125,J,126,J,86,J,38,J,105,J,53,J
Business,"Annual payroll ($1,000)","Total for all sectors",6765690,G,11976222,G,7446447,G,10421957,G,12433994,G,13492461,G,11860894,H,4035595,G,7215345,G,8414164,G,13861319,G,59999461,G,19733986,G,37628529,G,21236353,G,6271829,G,68100168,G,46636795,G,13439877,G,8920185,G,4211383,G,8407522,G,7943420,G,11375323,G,6772718,G,13299946,G,12957792,G,18736830,G,8011541,G,19320288,G,10291542,G,11325710,G,38146705,G,22693117,G,11764501,G,5989491,G,19211561,G,10757767,G,11940797,G,9116839,G,7571227,G,6339570,G,15274009,G,7775026,G,29007637,G,18892153,G,12344945,G,19507963,G,15097424,G,7877190,G,5174788,G,36032894,G,10678743,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",79313,G,63318,G,69507,H,28230,H,45103,G,237,G,3590,J,856,H,64461,G,56128,G,1303,G,966,J,978,G,707,G,1137,G,101016,H,D,D,3133,G,1973,H,98414,G,217060,H,44390,G,28261,H,39899,G,1122,H,27803,H,4628,H,3265,H,D,D,1099,G,2547,H,D,D,2106,G,D,D,873,G,18139,G,608,H,216,H,548,J,2716,H,4837,G,2594,G,476,H,223,G,2551,H,246,H,782,H,911,G,7400,G,13992,H,20959,G,7428,H,1273,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",11846,H,10197,H,30637,G,11243,J,10419,H,783,H,8691,G,32302,H,4263,G,7949,H,4932,G,7282,J,D,D,6485,J,23373,H,2475,H,3642,H,10547,H,D,D,30398,G,41835,H,4672,J,762117,G,62582,H,11151,H,53195,J,D,D,D,D,D,D,1064,J,8968,G,22247,H,13938,J,D,D,D,D,4463,G,D,D,1963,G,8830,J,D,D,D,D,14765,H,D,D,D,D,3769,H,537,J,48908,G,6126,G,D,D,4611,H,D,D,9815,J,4823,J
Business,"Annual payroll ($1,000)",Utilities,157450,J,98769,H,122228,J,150366,J,D,D,141943,J,92824,J,107204,G,D,D,D,D,24345,H,D,D,152165,J,95297,J,22194,J,D,D,D,D,37640,H,63023,H,109336,H,128568,J,57061,J,131437,H,325078,J,90499,J,91123,J,D,D,17418,J,16144,J,D,D,153981,J,286969,J,59667,G,231436,J,D,D,120001,H,11548,H,79504,J,44574,J,32020,J,9997,H,22195,J,63718,J,D,D,42868,H,93759,J,123907,H,38652,J,121233,H,D,D,71404,G,419056,J,D,D
Business,"Annual payroll ($1,000)",Construction,507640,G,858784,G,656879,G,1131706,G,1178040,G,1111661,G,780491,G,340179,H,719110,G,531088,G,1290819,G,1713238,G,1440291,G,1324239,G,1573347,G,415142,G,2116395,G,907730,G,1173383,G,579311,G,243426,G,622012,G,596309,G,791194,G,528768,G,650388,G,290852,G,522067,G,679990,G,636023,G,615223,G,637435,G,522649,G,329999,G,1120019,G,486345,G,300590,G,966005,G,1306983,G,282300,G,877825,G,1231456,G,456494,G,632070,G,1462619,G,1702868,G,858556,G,977659,G,810064,G,1382996,G,240124,G,1709395,G,670145,G
Business,"Annual payroll ($1,000)",Manufacturing,608196,G,1520102,G,810521,G,482498,G,2166913,G,593579,G,678286,G,272406,H,650893,G,1536859,G,707322,G,479784,G,1320591,G,3201261,J,1827506,G,1196837,G,10672876,H,1121334,H,1165705,H,799706,G,908790,H,852229,G,435174,G,1278435,G,936540,G,1384777,G,248650,G,965348,G,1331941,G,1200146,G,993973,G,2302532,G,2769065,G,726079,G,1538716,G,233260,G,354909,G,1520612,G,1510276,G,2089898,G,739664,G,873097,G,2348230,G,1813248,G,3298946,H,2178847,G,960212,G,1733157,H,2554362,G,801306,G,827575,G,3142358,G,360205,G
Business,"Annual payroll ($1,000)","Wholesale trade",279760,G,768687,G,486943,G,343320,G,703755,G,914183,G,1375295,H,67184,G,538481,G,745157,G,561947,G,1608710,H,1310189,H,2458225,G,1905893,G,555219,G,12279499,H,3117408,H,1189974,H,775131,G,542430,G,505082,G,411479,G,618163,G,445155,G,1220096,G,390417,G,542435,G,717674,G,811726,G,652765,G,1395204,G,1102188,G,1731612,G,1718991,G,175204,G,689610,G,2110366,G,1923429,G,1834294,G,548410,G,657292,H,1315751,G,1062095,G,3653118,G,1380767,G,869589,G,1362368,G,1195073,G,366253,G,478513,G,4835546,H,273470,G
Business,"Annual payroll ($1,000)","Retail trade",867440,G,1199033,G,861323,G,1087795,G,1079717,G,895285,G,974697,G,585174,G,678680,G,889526,G,1155002,G,1766143,G,999620,G,1268500,G,1059755,G,534947,G,1201762,G,1815535,G,704644,G,1004353,G,534602,G,1036808,G,722348,G,1018744,G,784722,G,1102741,G,866680,G,1113598,G,739661,G,1214350,G,946897,G,1058789,G,2132233,G,758166,G,1067351,G,954684,G,865332,G,997363,G,916707,G,651862,G,925507,G,659312,G,895351,G,514742,G,1126734,G,929012,G,854547,G,1533080,G,1058555,G,996236,G,802502,G,1490151,G,850097,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",215680,H,217829,G,356169,H,162321,G,256773,G,512765,G,698243,J,218005,H,534135,G,669113,G,271639,G,525541,H,1208281,G,2306046,H,321726,G,338250,G,377301,G,85854,H,278960,G,201905,G,320565,G,243365,G,404581,G,212580,G,275975,H,212609,G,142951,G,194361,G,422497,G,62429,H,717712,G,426360,G,388564,G,384947,G,1831968,G,100229,G,109862,H,578500,G,377828,G,591861,G,969041,G,189564,G,2500176,H,1237717,G,265417,G,383878,G,1829659,H,228553,G,111321,H,121845,G,305154,G,512973,G,172724,G
Business,"Annual payroll ($1,000)",Information,133659,H,788551,H,177080,G,361726,H,173876,G,487666,G,489840,H,72162,H,98117,H,97963,H,469385,H,9850857,G,1544108,G,11281748,H,2670375,H,160335,H,9068546,H,16272792,H,1806966,H,148030,G,31311,J,114949,H,139930,G,674579,G,188759,G,412389,H,327976,G,3151038,H,260813,G,3192634,G,402418,J,191959,G,6481113,G,1705982,H,206986,G,115387,G,3468895,G,199248,G,168723,G,87114,H,119977,H,104499,G,595746,G,109315,H,2277744,G,320920,G,325444,H,425627,G,595142,G,106361,H,129582,H,2241902,G,155436,H
Business,"Annual payroll ($1,000)","Finance and insurance",402764,G,855657,H,372208,G,1138810,G,602401,H,649111,G,1536457,G,97583,G,447287,H,254909,H,2028213,G,11828509,G,1023094,H,2584962,H,1093765,H,144042,H,1251278,H,2448378,G,543232,G,370670,G,57477,H,695431,H,391660,H,573673,G,291966,H,1082889,H,1985217,H,756190,H,148980,G,2556385,G,504988,G,522859,H,3266002,G,4668957,G,276122,H,179940,G,2095364,G,344358,G,994926,G,149083,G,277597,G,172101,H,527750,H,78232,G,3641689,G,1551262,G,1068689,G,3176471,H,637911,G,231414,G,181931,G,3167194,G,824690,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",95357,G,320324,G,104734,G,294761,G,177802,G,283303,G,184239,G,81104,G,111997,G,122037,G,337097,G,1420914,G,346349,G,479312,G,324566,G,75452,G,426028,G,447953,G,225532,G,143666,G,53618,G,160295,G,152797,G,216021,G,141671,G,268655,G,234815,G,644262,G,207209,G,522762,G,156109,G,169784,G,1409631,G,491498,G,183669,G,182068,G,742567,G,193087,G,197898,G,101636,G,120353,G,110185,G,344242,G,130529,G,1248982,G,420836,H,210294,G,909060,G,350011,G,162396,G,88789,G,900459,G,254720,G
